deal_id,date,manager,region,product,negotiations_held,sale,sale_amount,gm,discount,client_type,source,demo_data
1279,2026-05-21,Менеджер 4,Могилёв,офисные кресла,1,0,0.0,0.0,0.0,повторный,сайт,True
1259,2026-05-21,Менеджер 3,Гродно,офисные столы,1,0,0.0,0.0,0.0,повторный,звонок,True
1324,2026-05-22,Менеджер 5,Брест,шкафы,1,0,0.0,0.0,0.0,повторный,партнёр,True
1296,2026-05-22,Менеджер 5,Витебск,офисные кресла,1,1,761.1,289.44,0.06,новый,звонок,True
1290,2026-05-22,Менеджер 5,Могилёв,офисные кресла,1,0,0.0,0.0,0.0,новый,звонок,True
1297,2026-05-22,Менеджер 4,Витебск,офисные кресла,1,0,0.0,0.0,0.0,повторный,реклама,True
1333,2026-05-22,Менеджер 1,Витебск,офисные столы,1,0,0.0,0.0,0.0,новый,сайт,True
1315,2026-05-22,Менеджер 4,Витебск,офисные столы,1,0,0.0,0.0,0.0,новый,сайт,True
1325,2026-05-22,Менеджер 5,Брест,шкафы,1,0,0.0,0.0,0.0,новый,партнёр,True
1319,2026-05-22,Менеджер 4,Витебск,шкафы,1,0,0.0,0.0,0.0,новый,звонок,True
1351,2026-05-23,Менеджер 2,Могилёв,шкафы,1,1,1163.52,341.52,0.113,новый,реклама,True
1346,2026-05-23,Менеджер 4,Гомель,офисные столы,1,0,0.0,0.0,0.0,повторный,реклама,True
1373,2026-05-23,Менеджер 2,Гродно,офисные кресла,1,0,0.0,0.0,0.0,новый,сайт,True
1371,2026-05-23,Менеджер 5,Гомель,шкафы,1,0,0.0,0.0,0.0,новый,сайт,True
1381,2026-05-23,Менеджер 1,Гродно,офисные кресла,1,0,0.0,0.0,0.0,повторный,звонок,True
1401,2026-05-24,Менеджер 4,Могилёв,офисные столы,1,1,703.65,184.56,0.069,новый,звонок,True
1410,2026-05-24,Менеджер 5,Гомель,офисные кресла,1,0,0.0,0.0,0.0,новый,звонок,True
1393,2026-05-24,Менеджер 4,Витебск,шкафы,1,1,1232.82,371.36,0.153,новый,сайт,True
1408,2026-05-24,Менеджер 1,Брест,офисные столы,1,0,0.0,0.0,0.0,повторный,партнёр,True
1426,2026-05-24,Менеджер 5,Гомель,шкафы,1,0,0.0,0.0,0.0,новый,реклама,True
1422,2026-05-24,Менеджер 1,Гродно,офисные кресла,1,0,0.0,0.0,0.0,повторный,сайт,True
1465,2026-05-25,Менеджер 1,Витебск,офисные кресла,1,0,0.0,0.0,0.0,новый,партнёр,True
1439,2026-05-25,Менеджер 2,Гродно,офисные столы,1,1,1130.54,337.84,0.042,повторный,сайт,True
1453,2026-05-25,Менеджер 2,Могилёв,офисные кресла,1,1,598.26,182.89,0.032,новый,сайт,True
1501,2026-05-26,Менеджер 3,Брест,офисные кресла,1,0,0.0,0.0,0.0,новый,партнёр,True
1506,2026-05-26,Менеджер 1,Витебск,офисные кресла,1,0,0.0,0.0,0.0,новый,звонок,True
1544,2026-05-27,Менеджер 5,Гомель,шкафы,1,0,0.0,0.0,0.0,новый,звонок,True
1561,2026-05-27,Менеджер 4,Гомель,шкафы,1,1,1120.41,321.87,0.129,повторный,звонок,True
1530,2026-05-27,Менеджер 2,Гомель,офисные столы,1,0,0.0,0.0,0.0,новый,реклама,True
1534,2026-05-27,Менеджер 5,Гомель,офисные кресла,1,0,0.0,0.0,0.0,новый,партнёр,True
1538,2026-05-27,Менеджер 2,Витебск,шкафы,1,1,877.49,237.83,0.088,повторный,звонок,True
1553,2026-05-27,Менеджер 4,Гродно,шкафы,1,1,1265.36,295.71,0.084,повторный,партнёр,True
1586,2026-05-28,Менеджер 2,Гомель,офисные столы,1,1,918.73,245.89,0.102,новый,реклама,True
1599,2026-05-28,Менеджер 4,Гомель,офисные кресла,1,0,0.0,0.0,0.0,новый,реклама,True
1598,2026-05-28,Менеджер 3,Могилёв,шкафы,1,1,1182.82,318.71,0.123,новый,звонок,True
1576,2026-05-28,Менеджер 2,Витебск,шкафы,1,1,891.64,245.71,0.02,новый,звонок,True
1611,2026-05-28,Менеджер 4,Витебск,шкафы,1,0,0.0,0.0,0.0,новый,сайт,True
1584,2026-05-28,Менеджер 5,Брест,офисные столы,1,0,0.0,0.0,0.0,новый,звонок,True
1589,2026-05-28,Менеджер 2,Витебск,офисные кресла,1,1,473.74,151.27,0.111,новый,звонок,True
1622,2026-05-29,Менеджер 4,Гродно,шкафы,1,1,1201.31,290.94,0.127,повторный,партнёр,True
1655,2026-05-29,Менеджер 4,Брест,офисные столы,1,0,0.0,0.0,0.0,новый,реклама,True
1626,2026-05-29,Менеджер 3,Брест,шкафы,1,1,1119.42,276.43,0.113,повторный,реклама,True
1624,2026-05-29,Менеджер 3,Брест,офисные столы,1,0,0.0,0.0,0.0,новый,партнёр,True
1654,2026-05-29,Менеджер 5,Брест,шкафы,1,0,0.0,0.0,0.0,повторный,звонок,True
1676,2026-05-30,Менеджер 1,Могилёв,шкафы,1,0,0.0,0.0,0.0,новый,партнёр,True
1705,2026-05-30,Менеджер 3,Гродно,шкафы,1,0,0.0,0.0,0.0,новый,реклама,True
1683,2026-05-30,Менеджер 5,Могилёв,офисные кресла,1,1,666.31,195.82,0.055,новый,звонок,True
1712,2026-05-30,Менеджер 5,Витебск,шкафы,1,1,1242.2,343.78,0.148,повторный,сайт,True
1681,2026-05-30,Менеджер 1,Витебск,офисные кресла,1,1,810.64,297.54,0.078,новый,партнёр,True
1748,2026-05-31,Менеджер 3,Брест,офисные столы,1,0,0.0,0.0,0.0,новый,реклама,True
1751,2026-05-31,Менеджер 3,Могилёв,шкафы,1,1,1161.22,318.71,0.082,повторный,звонок,True
1763,2026-05-31,Менеджер 4,Витебск,офисные столы,1,0,0.0,0.0,0.0,повторный,партнёр,True
1755,2026-05-31,Менеджер 4,Могилёв,шкафы,1,1,1253.41,296.05,0.09,новый,сайт,True
1747,2026-05-31,Менеджер 5,Витебск,офисные кресла,1,1,784.36,279.33,0.06,повторный,партнёр,True
1808,2026-06-01,Менеджер 4,Витебск,офисные кресла,1,1,697.44,253.32,0.041,новый,реклама,True
1787,2026-06-01,Менеджер 4,Брест,офисные столы,1,0,0.0,0.0,0.0,повторный,сайт,True
1811,2026-06-01,Менеджер 3,Могилёв,офисные кресла,1,0,0.0,0.0,0.0,новый,звонок,True
1879,2026-06-03,Менеджер 3,Брест,офисные кресла,1,1,782.68,287.22,0.051,повторный,реклама,True
1881,2026-06-03,Менеджер 3,Гомель,шкафы,1,0,0.0,0.0,0.0,новый,реклама,True
1896,2026-06-03,Менеджер 4,Брест,офисные столы,1,0,0.0,0.0,0.0,новый,сайт,True
1889,2026-06-03,Менеджер 4,Могилёв,шкафы,1,1,1281.11,344.48,0.062,новый,звонок,True
1926,2026-06-04,Менеджер 4,Брест,офисные кресла,1,0,0.0,0.0,0.0,новый,партнёр,True
2002,2026-06-05,Менеджер 4,Гомель,шкафы,1,1,961.97,301.09,0.057,новый,сайт,True
1977,2026-06-05,Менеджер 3,Витебск,шкафы,1,1,1287.54,373.13,0.055,новый,реклама,True
1996,2026-06-05,Менеджер 2,Гомель,шкафы,1,0,0.0,0.0,0.0,повторный,сайт,True
1994,2026-06-05,Менеджер 5,Брест,офисные столы,1,1,1041.85,318.92,0.095,новый,сайт,True
2020,2026-06-06,Менеджер 2,Брест,шкафы,1,0,0.0,0.0,0.0,повторный,звонок,True
2033,2026-06-06,Менеджер 1,Могилёв,шкафы,1,0,0.0,0.0,0.0,новый,сайт,True
2039,2026-06-06,Менеджер 4,Брест,офисные столы,1,0,0.0,0.0,0.0,новый,звонок,True
2038,2026-06-06,Менеджер 4,Витебск,офисные столы,1,0,0.0,0.0,0.0,новый,партнёр,True
2055,2026-06-06,Менеджер 1,Гродно,офисные столы,1,0,0.0,0.0,0.0,новый,сайт,True
2047,2026-06-06,Менеджер 2,Гомель,офисные столы,1,0,0.0,0.0,0.0,повторный,реклама,True
2022,2026-06-06,Менеджер 3,Витебск,шкафы,1,0,0.0,0.0,0.0,повторный,партнёр,True
2044,2026-06-06,Менеджер 4,Витебск,шкафы,1,0,0.0,0.0,0.0,повторный,партнёр,True
2086,2026-06-07,Менеджер 2,Витебск,шкафы,1,1,993.4,290.12,0.057,новый,партнёр,True
2094,2026-06-07,Менеджер 2,Гродно,офисные кресла,1,0,0.0,0.0,0.0,повторный,реклама,True
2073,2026-06-07,Менеджер 4,Гомель,офисные кресла,1,1,666.09,186.63,0.089,новый,партнёр,True
2101,2026-06-07,Менеджер 5,Брест,офисные кресла,1,1,785.16,265.24,0.086,новый,партнёр,True
2097,2026-06-07,Менеджер 5,Витебск,шкафы,1,1,892.92,242.74,0.113,новый,партнёр,True
2129,2026-06-08,Менеджер 5,Могилёв,шкафы,1,0,0.0,0.0,0.0,новый,сайт,True
2121,2026-06-08,Менеджер 5,Брест,офисные столы,1,0,0.0,0.0,0.0,повторный,звонок,True
2144,2026-06-08,Менеджер 1,Витебск,шкафы,1,0,0.0,0.0,0.0,новый,реклама,True
2193,2026-06-09,Менеджер 1,Брест,офисные столы,1,0,0.0,0.0,0.0,новый,реклама,True
2188,2026-06-09,Менеджер 2,Могилёв,офисные столы,1,0,0.0,0.0,0.0,новый,реклама,True
2163,2026-06-09,Менеджер 5,Витебск,офисные столы,1,1,887.35,269.63,0.063,новый,сайт,True
2212,2026-06-10,Менеджер 2,Брест,шкафы,1,1,1204.53,359.86,0.018,новый,реклама,True
2223,2026-06-10,Менеджер 1,Брест,офисные столы,1,1,966.84,253.72,0.105,новый,реклама,True
2224,2026-06-10,Менеджер 5,Брест,офисные столы,1,1,1011.99,282.03,0.076,новый,звонок,True
2220,2026-06-10,Менеджер 2,Брест,офисные столы,1,1,1115.79,357.5,0.064,повторный,сайт,True
2244,2026-06-10,Менеджер 2,Могилёв,офисные кресла,1,0,0.0,0.0,0.0,новый,реклама,True
2231,2026-06-10,Менеджер 3,Гродно,шкафы,1,0,0.0,0.0,0.0,повторный,партнёр,True
2268,2026-06-11,Менеджер 4,Брест,шкафы,1,0,0.0,0.0,0.0,новый,реклама,True
2272,2026-06-11,Менеджер 2,Гродно,офисные кресла,1,1,545.62,174.89,0.039,новый,реклама,True
2253,2026-06-11,Менеджер 3,Брест,офисные кресла,1,0,0.0,0.0,0.0,повторный,партнёр,True
2258,2026-06-11,Менеджер 1,Гомель,офисные кресла,1,1,577.65,161.47,0.091,повторный,партнёр,True
2345,2026-06-12,Менеджер 5,Брест,шкафы,1,0,0.0,0.0,0.0,новый,сайт,True
2323,2026-06-12,Менеджер 3,Гродно,офисные кресла,1,0,0.0,0.0,0.0,новый,звонок,True
2319,2026-06-12,Менеджер 1,Брест,офисные кресла,1,1,715.59,266.21,0.096,повторный,сайт,True
2330,2026-06-12,Менеджер 1,Гродно,шкафы,1,0,0.0,0.0,0.0,новый,звонок,True
2335,2026-06-12,Менеджер 4,Брест,шкафы,1,0,0.0,0.0,0.0,повторный,реклама,True
2351,2026-06-13,Менеджер 4,Гродно,шкафы,1,1,1057.34,332.35,0.057,новый,сайт,True
2433,2026-06-14,Менеджер 3,Гродно,офисные столы,1,1,727.68,200.45,0.012,новый,партнёр,True
2421,2026-06-14,Менеджер 4,Витебск,офисные кресла,1,0,0.0,0.0,0.0,новый,сайт,True
2406,2026-06-14,Менеджер 5,Гомель,офисные кресла,1,1,538.33,165.99,0.125,новый,партнёр,True
2410,2026-06-14,Менеджер 1,Могилёв,офисные кресла,1,0,0.0,0.0,0.0,повторный,сайт,True
2425,2026-06-14,Менеджер 5,Гродно,офисные столы,1,0,0.0,0.0,0.0,новый,звонок,True
2436,2026-06-14,Менеджер 5,Витебск,шкафы,1,1,1407.63,402.73,0.015,повторный,партнёр,True
2448,2026-06-15,Менеджер 5,Гомель,офисные столы,1,0,0.0,0.0,0.0,новый,партнёр,True
2468,2026-06-15,Менеджер 5,Гомель,шкафы,1,0,0.0,0.0,0.0,новый,сайт,True
2438,2026-06-15,Менеджер 3,Могилёв,шкафы,1,0,0.0,0.0,0.0,новый,реклама,True
2498,2026-06-16,Менеджер 1,Гомель,шкафы,1,0,0.0,0.0,0.0,новый,реклама,True
2505,2026-06-16,Менеджер 1,Витебск,шкафы,1,0,0.0,0.0,0.0,новый,звонок,True
2499,2026-06-16,Менеджер 1,Гродно,офисные кресла,1,1,536.13,202.57,0.062,новый,партнёр,True
2526,2026-06-16,Менеджер 5,Гродно,шкафы,1,0,0.0,0.0,0.0,новый,сайт,True
2545,2026-06-17,Менеджер 5,Витебск,офисные кресла,1,0,0.0,0.0,0.0,новый,реклама,True
2562,2026-06-17,Менеджер 2,Могилёв,шкафы,1,0,0.0,0.0,0.0,новый,звонок,True
2557,2026-06-17,Менеджер 1,Гродно,офисные столы,1,1,818.67,230.38,0.135,новый,партнёр,True
2539,2026-06-17,Менеджер 2,Могилёв,офисные столы,1,1,1054.0,333.55,0.049,новый,звонок,True
2558,2026-06-17,Менеджер 5,Могилёв,офисные кресла,1,0,0.0,0.0,0.0,новый,партнёр,True
2561,2026-06-17,Менеджер 2,Гомель,офисные кресла,1,0,0.0,0.0,0.0,новый,реклама,True
2586,2026-06-17,Менеджер 3,Гомель,шкафы,1,0,0.0,0.0,0.0,новый,партнёр,True
2580,2026-06-17,Менеджер 2,Брест,офисные столы,1,1,915.02,283.46,0.087,новый,партнёр,True
2630,2026-06-18,Менеджер 2,Гомель,шкафы,1,0,0.0,0.0,0.0,новый,партнёр,True
2612,2026-06-18,Менеджер 1,Брест,офисные столы,1,1,915.93,239.82,0.062,повторный,реклама,True
2618,2026-06-18,Менеджер 5,Гродно,офисные столы,1,1,928.05,256.57,0.005,новый,сайт,True
2600,2026-06-18,Менеджер 2,Могилёв,шкафы,1,0,0.0,0.0,0.0,новый,реклама,True
2657,2026-06-19,Менеджер 1,Брест,шкафы,1,1,908.46,209.8,0.126,новый,реклама,True
2654,2026-06-19,Менеджер 1,Гомель,шкафы,1,0,0.0,0.0,0.0,новый,сайт,True
2650,2026-06-19,Менеджер 2,Витебск,офисные кресла,1,1,694.85,251.36,0.128,повторный,реклама,True
2672,2026-06-19,Менеджер 3,Витебск,офисные столы,1,0,0.0,0.0,0.0,новый,реклама,True
2718,2026-06-20,Менеджер 4,Гродно,офисные столы,1,1,882.42,285.73,0.051,повторный,звонок,True
2684,2026-06-20,Менеджер 5,Витебск,офисные столы,1,0,0.0,0.0,0.0,повторный,партнёр,True
2720,2026-06-20,Менеджер 3,Гродно,офисные столы,1,1,775.36,224.71,0.079,новый,сайт,True
2728,2026-06-20,Менеджер 5,Гомель,шкафы,1,1,971.91,312.46,0.004,новый,звонок,True
2745,2026-06-21,Менеджер 5,Могилёв,офисные кресла,1,0,0.0,0.0,0.0,повторный,звонок,True
2770,2026-06-21,Менеджер 4,Витебск,офисные кресла,1,1,814.39,225.98,0.102,новый,партнёр,True
2747,2026-06-21,Менеджер 1,Брест,офисные кресла,1,0,0.0,0.0,0.0,повторный,сайт,True
2782,2026-06-22,Менеджер 2,Брест,шкафы,1,1,1260.3,300.04,0.08,повторный,реклама,True
2822,2026-06-22,Менеджер 5,Брест,шкафы,1,0,0.0,0.0,0.0,повторный,сайт,True
2864,2026-06-23,Менеджер 3,Брест,офисные кресла,1,0,0.0,0.0,0.0,новый,звонок,True
2860,2026-06-23,Менеджер 3,Брест,шкафы,1,0,0.0,0.0,0.0,новый,звонок,True
2835,2026-06-23,Менеджер 4,Гомель,офисные столы,1,0,0.0,0.0,0.0,повторный,реклама,True
2837,2026-06-23,Менеджер 5,Витебск,офисные столы,1,0,0.0,0.0,0.0,новый,реклама,True
2844,2026-06-23,Менеджер 1,Витебск,офисные кресла,1,0,0.0,0.0,0.0,повторный,реклама,True
2871,2026-06-23,Менеджер 2,Гомель,шкафы,1,1,1310.92,390.43,0.079,повторный,звонок,True
2919,2026-06-24,Менеджер 1,Брест,офисные кресла,1,0,0.0,0.0,0.0,новый,сайт,True
2902,2026-06-24,Менеджер 3,Гродно,офисные кресла,1,1,709.03,224.64,0.043,новый,сайт,True
2873,2026-06-24,Менеджер 4,Гродно,шкафы,1,1,1065.43,306.03,0.121,новый,партнёр,True
2876,2026-06-24,Менеджер 2,Могилёв,офисные столы,1,0,0.0,0.0,0.0,новый,партнёр,True
2879,2026-06-24,Менеджер 3,Гомель,офисные столы,1,1,1034.99,256.73,0.117,повторный,реклама,True
2962,2026-06-25,Менеджер 5,Гродно,шкафы,1,0,0.0,0.0,0.0,повторный,сайт,True
2942,2026-06-25,Менеджер 4,Витебск,офисные кресла,1,0,0.0,0.0,0.0,новый,звонок,True
2951,2026-06-25,Менеджер 2,Могилёв,офисные кресла,1,0,0.0,0.0,0.0,новый,сайт,True
2978,2026-06-26,Менеджер 3,Могилёв,офисные столы,1,0,0.0,0.0,0.0,новый,сайт,True
3045,2026-06-27,Менеджер 4,Гродно,шкафы,1,1,1403.77,347.69,0.081,повторный,реклама,True
3022,2026-06-27,Менеджер 5,Гомель,шкафы,1,0,0.0,0.0,0.0,новый,звонок,True
3018,2026-06-27,Менеджер 2,Витебск,шкафы,1,0,0.0,0.0,0.0,новый,партнёр,True
3034,2026-06-27,Менеджер 2,Могилёв,офисные кресла,1,0,0.0,0.0,0.0,новый,партнёр,True
3072,2026-06-28,Менеджер 4,Гродно,офисные кресла,1,0,0.0,0.0,0.0,новый,звонок,True
3080,2026-06-28,Менеджер 2,Брест,шкафы,1,1,1106.96,317.23,0.069,новый,партнёр,True
3077,2026-06-28,Менеджер 2,Витебск,шкафы,1,0,0.0,0.0,0.0,новый,реклама,True
3086,2026-06-28,Менеджер 5,Гомель,офисные столы,1,0,0.0,0.0,0.0,новый,партнёр,True
3117,2026-06-29,Менеджер 5,Витебск,офисные столы,1,0,0.0,0.0,0.0,новый,сайт,True
3124,2026-06-29,Менеджер 5,Брест,офисные кресла,1,0,0.0,0.0,0.0,новый,сайт,True
3115,2026-06-29,Менеджер 1,Брест,офисные столы,1,0,0.0,0.0,0.0,новый,реклама,True
3170,2026-06-30,Менеджер 4,Гродно,офисные кресла,1,0,0.0,0.0,0.0,новый,партнёр,True
3182,2026-06-30,Менеджер 5,Брест,шкафы,1,0,0.0,0.0,0.0,новый,сайт,True
3181,2026-06-30,Менеджер 4,Витебск,шкафы,1,1,1386.39,379.86,0.117,новый,партнёр,True
3228,2026-07-01,Менеджер 5,Гомель,шкафы,1,1,1524.24,374.85,0.11,новый,реклама,True
3223,2026-07-01,Менеджер 5,Могилёв,шкафы,1,1,1229.92,334.26,0.012,новый,сайт,True
3244,2026-07-01,Менеджер 3,Брест,офисные кресла,1,0,0.0,0.0,0.0,повторный,реклама,True
3213,2026-07-01,Менеджер 3,Витебск,офисные столы,1,0,0.0,0.0,0.0,новый,реклама,True
3227,2026-07-01,Менеджер 1,Витебск,офисные кресла,1,0,0.0,0.0,0.0,новый,партнёр,True
3287,2026-07-02,Менеджер 2,Гродно,офисные столы,1,1,1137.89,333.28,0.073,новый,звонок,True
3275,2026-07-02,Менеджер 5,Гомель,офисные кресла,1,0,0.0,0.0,0.0,повторный,партнёр,True
3298,2026-07-02,Менеджер 3,Гомель,офисные столы,1,1,1043.77,322.94,0.077,повторный,партнёр,True
3259,2026-07-02,Менеджер 5,Брест,шкафы,1,0,0.0,0.0,0.0,новый,сайт,True
3311,2026-07-03,Менеджер 3,Гродно,офисные кресла,1,0,0.0,0.0,0.0,повторный,сайт,True
3351,2026-07-03,Менеджер 1,Могилёв,шкафы,1,0,0.0,0.0,0.0,новый,сайт,True
3341,2026-07-03,Менеджер 3,Брест,шкафы,1,0,0.0,0.0,0.0,повторный,звонок,True
3316,2026-07-03,Менеджер 5,Гомель,офисные столы,1,1,948.96,288.96,0.02,новый,звонок,True
3337,2026-07-03,Менеджер 1,Гродно,офисные столы,1,0,0.0,0.0,0.0,повторный,партнёр,True
3346,2026-07-03,Менеджер 4,Гродно,шкафы,1,0,0.0,0.0,0.0,повторный,сайт,True
3330,2026-07-03,Менеджер 4,Витебск,шкафы,1,0,0.0,0.0,0.0,новый,реклама,True
3373,2026-07-04,Менеджер 2,Гродно,шкафы,1,0,0.0,0.0,0.0,новый,звонок,True
3377,2026-07-04,Менеджер 5,Могилёв,офисные кресла,1,0,0.0,0.0,0.0,повторный,сайт,True
3387,2026-07-04,Менеджер 3,Гродно,офисные столы,1,0,0.0,0.0,0.0,новый,сайт,True
3388,2026-07-04,Менеджер 4,Гродно,офисные столы,1,0,0.0,0.0,0.0,повторный,сайт,True
3418,2026-07-05,Менеджер 4,Могилёв,офисные столы,1,0,0.0,0.0,0.0,повторный,партнёр,True
3439,2026-07-05,Менеджер 3,Брест,офисные кресла,1,0,0.0,0.0,0.0,новый,реклама,True
3422,2026-07-05,Менеджер 2,Брест,офисные столы,1,0,0.0,0.0,0.0,новый,реклама,True
3451,2026-07-05,Менеджер 2,Витебск,офисные столы,1,1,1025.22,253.17,0.106,повторный,сайт,True
3412,2026-07-05,Менеджер 2,Гродно,шкафы,1,0,0.0,0.0,0.0,повторный,партнёр,True
3436,2026-07-05,Менеджер 5,Могилёв,офисные кресла,1,1,842.03,269.25,0.023,повторный,реклама,True
3463,2026-07-06,Менеджер 4,Брест,офисные кресла,1,0,0.0,0.0,0.0,повторный,реклама,True
3464,2026-07-06,Менеджер 3,Гродно,офисные столы,1,0,0.0,0.0,0.0,повторный,партнёр,True
3505,2026-07-07,Менеджер 5,Могилёв,офисные кресла,1,1,513.81,186.46,0.072,новый,реклама,True
3535,2026-07-07,Менеджер 5,Гомель,офисные столы,1,0,0.0,0.0,0.0,повторный,сайт,True
3526,2026-07-07,Менеджер 5,Могилёв,офисные кресла,1,0,0.0,0.0,0.0,новый,реклама,True
3531,2026-07-07,Менеджер 1,Брест,офисные столы,1,0,0.0,0.0,0.0,повторный,партнёр,True
3592,2026-07-08,Менеджер 5,Гродно,шкафы,1,0,0.0,0.0,0.0,новый,сайт,True
3594,2026-07-08,Менеджер 5,Гродно,офисные столы,1,0,0.0,0.0,0.0,новый,сайт,True
3571,2026-07-08,Менеджер 3,Гродно,шкафы,1,0,0.0,0.0,0.0,новый,реклама,True
3598,2026-07-08,Менеджер 3,Гродно,офисные столы,1,0,0.0,0.0,0.0,повторный,реклама,True
3572,2026-07-08,Менеджер 5,Гомель,офисные кресла,1,0,0.0,0.0,0.0,повторный,сайт,True
3603,2026-07-09,Менеджер 5,Витебск,офисные столы,1,0,0.0,0.0,0.0,новый,звонок,True
3617,2026-07-09,Менеджер 2,Могилёв,шкафы,1,0,0.0,0.0,0.0,новый,партнёр,True
3627,2026-07-09,Менеджер 1,Брест,офисные кресла,1,1,740.92,244.3,0.102,новый,сайт,True
3633,2026-07-09,Менеджер 2,Брест,офисные кресла,1,0,0.0,0.0,0.0,повторный,сайт,True
3618,2026-07-09,Менеджер 5,Брест,шкафы,1,0,0.0,0.0,0.0,новый,звонок,True
3638,2026-07-09,Менеджер 3,Гомель,шкафы,1,0,0.0,0.0,0.0,новый,реклама,True
3615,2026-07-09,Менеджер 1,Брест,офисные кресла,1,0,0.0,0.0,0.0,повторный,сайт,True
3646,2026-07-09,Менеджер 2,Брест,офисные столы,1,0,0.0,0.0,0.0,новый,сайт,True
3677,2026-07-10,Менеджер 1,Гродно,шкафы,1,0,0.0,0.0,0.0,новый,партнёр,True
3680,2026-07-10,Менеджер 2,Гомель,шкафы,1,0,0.0,0.0,0.0,новый,звонок,True
3653,2026-07-10,Менеджер 3,Витебск,шкафы,1,0,0.0,0.0,0.0,повторный,звонок,True
3689,2026-07-10,Менеджер 4,Витебск,шкафы,1,0,0.0,0.0,0.0,новый,сайт,True
3699,2026-07-11,Менеджер 3,Витебск,шкафы,1,0,0.0,0.0,0.0,новый,реклама,True
3718,2026-07-11,Менеджер 2,Гомель,шкафы,1,0,0.0,0.0,0.0,повторный,звонок,True
3728,2026-07-11,Менеджер 1,Гродно,офисные кресла,1,1,604.53,223.26,0.121,повторный,звонок,True
3707,2026-07-11,Менеджер 3,Гродно,офисные столы,1,1,973.11,280.96,0.099,повторный,сайт,True
3705,2026-07-11,Менеджер 4,Гомель,шкафы,1,1,1411.51,353.14,0.0,новый,сайт,True
3784,2026-07-12,Менеджер 2,Брест,офисные кресла,1,0,0.0,0.0,0.0,новый,реклама,True
3794,2026-07-12,Менеджер 2,Брест,офисные кресла,1,0,0.0,0.0,0.0,новый,звонок,True
3749,2026-07-12,Менеджер 2,Брест,шкафы,1,0,0.0,0.0,0.0,повторный,сайт,True
3763,2026-07-12,Менеджер 5,Витебск,офисные кресла,1,0,0.0,0.0,0.0,повторный,сайт,True
3771,2026-07-12,Менеджер 2,Гродно,офисные кресла,1,0,0.0,0.0,0.0,новый,реклама,True
