deal_id,date,manager,region,product,negotiations_held,sale,sale_amount,gm,discount,client_type,source,demo_data
1023,2026-05-16,Менеджер 4,Гомель,офисные столы,1,0,0.0,0.0,0.0,новый,сайт,True
1024,2026-05-16,Менеджер 5,Брест,офисные кресла,1,0,0.0,0.0,0.0,повторный,звонок,True
1025,2026-05-16,Менеджер 3,Гомель,офисные кресла,1,1,720.35,209.87,0.084,новый,реклама,True
1026,2026-05-16,Менеджер 4,Гродно,офисные столы,1,0,0.0,0.0,0.0,новый,партнёр,True
1027,2026-05-16,Менеджер 5,Витебск,офисные столы,1,0,0.0,0.0,0.0,повторный,звонок,True
1028,2026-05-16,Менеджер 1,Гомель,офисные столы,1,1,863.64,285.45,0.084,новый,сайт,True
1029,2026-05-16,Менеджер 5,Гродно,шкафы,1,0,0.0,0.0,0.0,повторный,звонок,True
1030,2026-05-16,Менеджер 2,Могилёв,офисные столы,1,0,0.0,0.0,0.0,новый,сайт,True
1031,2026-05-16,Менеджер 4,Брест,шкафы,1,1,1416.65,429.38,0.029,новый,реклама,True
1032,2026-05-16,Менеджер 1,Гомель,офисные столы,1,0,0.0,0.0,0.0,новый,сайт,True
1033,2026-05-16,Менеджер 2,Гомель,офисные кресла,1,1,536.35,153.55,0.069,новый,партнёр,True
1034,2026-05-16,Менеджер 4,Брест,офисные столы,1,0,0.0,0.0,0.0,новый,реклама,True
1035,2026-05-16,Менеджер 2,Могилёв,офисные кресла,1,0,0.0,0.0,0.0,новый,сайт,True
1036,2026-05-16,Менеджер 5,Витебск,офисные кресла,1,1,790.38,292.99,0.117,повторный,партнёр,True
1037,2026-05-16,Менеджер 4,Гродно,офисные столы,1,1,919.37,296.86,0.07,новый,реклама,True
1038,2026-05-16,Менеджер 2,Гродно,офисные столы,1,1,895.74,246.2,0.01,новый,партнёр,True
1039,2026-05-16,Менеджер 2,Гродно,офисные кресла,1,0,0.0,0.0,0.0,новый,реклама,True
1040,2026-05-16,Менеджер 2,Гомель,офисные столы,1,0,0.0,0.0,0.0,новый,сайт,True
1041,2026-05-16,Менеджер 4,Витебск,офисные кресла,1,0,0.0,0.0,0.0,повторный,партнёр,True
1042,2026-05-16,Менеджер 1,Гомель,шкафы,1,0,0.0,0.0,0.0,повторный,реклама,True
1043,2026-05-17,Менеджер 1,Могилёв,шкафы,1,0,0.0,0.0,0.0,новый,партнёр,True
1044,2026-05-17,Менеджер 4,Гомель,шкафы,1,0,0.0,0.0,0.0,новый,реклама,True
1045,2026-05-17,Менеджер 4,Витебск,офисные столы,1,0,0.0,0.0,0.0,повторный,партнёр,True
1046,2026-05-17,Менеджер 4,Могилёв,шкафы,1,1,1498.98,396.19,0.095,новый,звонок,True
1047,2026-05-17,Менеджер 1,Гродно,офисные кресла,1,0,0.0,0.0,0.0,повторный,партнёр,True
1048,2026-05-17,Менеджер 5,Брест,офисные столы,1,0,0.0,0.0,0.0,новый,сайт,True
1049,2026-05-17,Менеджер 1,Гомель,шкафы,1,0,0.0,0.0,0.0,повторный,реклама,True
1050,2026-05-17,Менеджер 3,Витебск,офисные столы,1,0,0.0,0.0,0.0,новый,реклама,True
1051,2026-05-17,Менеджер 1,Гродно,офисные столы,1,1,732.74,233.14,0.052,новый,сайт,True
1052,2026-05-17,Менеджер 1,Брест,офисные кресла,1,1,682.85,241.71,0.113,новый,партнёр,True
1053,2026-05-17,Менеджер 2,Брест,офисные кресла,1,0,0.0,0.0,0.0,новый,сайт,True
1054,2026-05-17,Менеджер 3,Могилёв,офисные кресла,1,0,0.0,0.0,0.0,повторный,сайт,True
1055,2026-05-17,Менеджер 1,Витебск,офисные кресла,1,0,0.0,0.0,0.0,новый,звонок,True
1056,2026-05-17,Менеджер 2,Брест,офисные столы,1,1,1168.9,338.19,0.059,повторный,партнёр,True
1057,2026-05-17,Менеджер 2,Гродно,шкафы,1,0,0.0,0.0,0.0,новый,партнёр,True
1058,2026-05-17,Менеджер 3,Брест,офисные кресла,1,0,0.0,0.0,0.0,новый,сайт,True
1059,2026-05-17,Менеджер 1,Могилёв,офисные столы,1,0,0.0,0.0,0.0,новый,звонок,True
1060,2026-05-17,Менеджер 4,Могилёв,шкафы,1,0,0.0,0.0,0.0,повторный,сайт,True
1061,2026-05-17,Менеджер 3,Гродно,офисные столы,1,0,0.0,0.0,0.0,новый,партнёр,True
1062,2026-05-17,Менеджер 5,Гомель,шкафы,1,0,0.0,0.0,0.0,новый,партнёр,True
1063,2026-05-17,Менеджер 3,Брест,офисные столы,1,1,661.5,176.24,0.123,новый,звонок,True
1064,2026-05-17,Менеджер 3,Витебск,шкафы,1,1,1516.44,408.27,0.0,новый,звонок,True
1065,2026-05-17,Менеджер 2,Гродно,шкафы,1,0,0.0,0.0,0.0,новый,сайт,True
1066,2026-05-17,Менеджер 1,Гродно,шкафы,1,1,1206.73,290.23,0.112,новый,звонок,True
1067,2026-05-17,Менеджер 3,Брест,шкафы,1,0,0.0,0.0,0.0,новый,реклама,True
1068,2026-05-17,Менеджер 2,Витебск,шкафы,1,0,0.0,0.0,0.0,новый,реклама,True
1069,2026-05-17,Менеджер 4,Могилёв,офисные кресла,1,0,0.0,0.0,0.0,повторный,звонок,True
1070,2026-05-17,Менеджер 5,Гродно,офисные столы,1,0,0.0,0.0,0.0,новый,партнёр,True
1071,2026-05-17,Менеджер 5,Брест,офисные кресла,1,0,0.0,0.0,0.0,повторный,звонок,True
1072,2026-05-17,Менеджер 2,Могилёв,офисные столы,1,1,1125.2,339.98,0.077,новый,звонок,True
1073,2026-05-17,Менеджер 1,Могилёв,офисные кресла,1,0,0.0,0.0,0.0,новый,сайт,True
1074,2026-05-17,Менеджер 3,Могилёв,офисные кресла,1,0,0.0,0.0,0.0,повторный,партнёр,True
1075,2026-05-17,Менеджер 3,Гродно,офисные кресла,1,0,0.0,0.0,0.0,новый,реклама,True
1076,2026-05-17,Менеджер 5,Гродно,офисные столы,1,0,0.0,0.0,0.0,новый,реклама,True
1077,2026-05-17,Менеджер 2,Витебск,офисные столы,1,0,0.0,0.0,0.0,повторный,реклама,True
1078,2026-05-17,Менеджер 4,Витебск,офисные кресла,1,0,0.0,0.0,0.0,новый,партнёр,True
1079,2026-05-17,Менеджер 2,Витебск,шкафы,1,0,0.0,0.0,0.0,новый,партнёр,True
1080,2026-05-17,Менеджер 5,Могилёв,офисные кресла,1,1,717.53,201.93,0.091,новый,партнёр,True
1081,2026-05-17,Менеджер 4,Брест,офисные столы,1,0,0.0,0.0,0.0,новый,партнёр,True
1082,2026-05-17,Менеджер 3,Могилёв,офисные кресла,1,1,588.82,204.47,0.103,повторный,звонок,True
1083,2026-05-17,Менеджер 3,Брест,офисные столы,1,1,1150.21,350.55,0.105,новый,звонок,True
1084,2026-05-17,Менеджер 1,Могилёв,офисные столы,1,1,659.09,169.48,0.147,новый,реклама,True
1085,2026-05-17,Менеджер 2,Гомель,шкафы,1,0,0.0,0.0,0.0,новый,партнёр,True
1086,2026-05-17,Менеджер 2,Брест,офисные столы,1,0,0.0,0.0,0.0,новый,сайт,True
1087,2026-05-17,Менеджер 1,Могилёв,шкафы,1,1,1189.95,336.96,0.175,повторный,сайт,True
1088,2026-05-17,Менеджер 4,Гомель,шкафы,1,0,0.0,0.0,0.0,новый,звонок,True
1089,2026-05-17,Менеджер 3,Гродно,офисные кресла,1,0,0.0,0.0,0.0,новый,реклама,True
1090,2026-05-17,Менеджер 1,Могилёв,офисные столы,1,0,0.0,0.0,0.0,новый,сайт,True
1091,2026-05-17,Менеджер 4,Витебск,шкафы,1,0,0.0,0.0,0.0,новый,партнёр,True
1092,2026-05-17,Менеджер 3,Брест,офисные кресла,1,0,0.0,0.0,0.0,повторный,сайт,True
1093,2026-05-17,Менеджер 3,Могилёв,офисные кресла,1,0,0.0,0.0,0.0,повторный,звонок,True
1094,2026-05-17,Менеджер 3,Витебск,офисные столы,1,1,711.42,230.45,0.102,новый,звонок,True
1095,2026-05-17,Менеджер 5,Витебск,шкафы,1,0,0.0,0.0,0.0,повторный,сайт,True
1096,2026-05-18,Менеджер 1,Могилёв,шкафы,1,1,1466.59,370.46,0.065,повторный,партнёр,True
1097,2026-05-18,Менеджер 3,Брест,офисные столы,1,0,0.0,0.0,0.0,новый,звонок,True
1098,2026-05-18,Менеджер 2,Гомель,офисные столы,1,1,821.74,203.05,0.094,новый,партнёр,True
1099,2026-05-18,Менеджер 4,Брест,шкафы,1,1,1267.68,303.76,0.09,новый,партнёр,True
1100,2026-05-18,Менеджер 4,Витебск,офисные кресла,1,0,0.0,0.0,0.0,новый,звонок,True
1101,2026-05-18,Менеджер 1,Гомель,шкафы,1,0,0.0,0.0,0.0,новый,сайт,True
1102,2026-05-18,Менеджер 2,Могилёв,офисные столы,1,1,751.97,238.87,0.12,новый,партнёр,True
1103,2026-05-18,Менеджер 4,Витебск,офисные столы,1,0,0.0,0.0,0.0,повторный,сайт,True
1104,2026-05-18,Менеджер 3,Брест,офисные столы,1,0,0.0,0.0,0.0,повторный,партнёр,True
1105,2026-05-18,Менеджер 2,Витебск,шкафы,1,0,0.0,0.0,0.0,повторный,сайт,True
1106,2026-05-18,Менеджер 2,Могилёв,офисные столы,1,0,0.0,0.0,0.0,повторный,партнёр,True
1107,2026-05-18,Менеджер 4,Брест,офисные столы,1,0,0.0,0.0,0.0,новый,звонок,True
1108,2026-05-18,Менеджер 4,Гомель,офисные кресла,1,0,0.0,0.0,0.0,новый,звонок,True
1109,2026-05-18,Менеджер 4,Гомель,офисные столы,1,0,0.0,0.0,0.0,новый,звонок,True
1110,2026-05-18,Менеджер 2,Гродно,офисные кресла,1,0,0.0,0.0,0.0,новый,звонок,True
1111,2026-05-18,Менеджер 4,Гомель,шкафы,1,1,1259.06,345.52,0.026,новый,сайт,True
1112,2026-05-18,Менеджер 1,Витебск,офисные столы,1,0,0.0,0.0,0.0,новый,звонок,True
1113,2026-05-18,Менеджер 4,Могилёв,шкафы,1,0,0.0,0.0,0.0,новый,реклама,True
1114,2026-05-18,Менеджер 2,Могилёв,офисные столы,1,0,0.0,0.0,0.0,новый,звонок,True
1115,2026-05-18,Менеджер 1,Витебск,шкафы,1,0,0.0,0.0,0.0,повторный,сайт,True
1116,2026-05-18,Менеджер 4,Витебск,офисные кресла,1,1,507.96,155.95,0.071,повторный,партнёр,True
1117,2026-05-18,Менеджер 1,Гродно,офисные столы,1,1,1066.92,339.03,0.119,новый,партнёр,True
1118,2026-05-18,Менеджер 3,Гродно,офисные кресла,1,1,814.92,294.69,0.045,новый,звонок,True
1119,2026-05-18,Менеджер 3,Гомель,офисные столы,1,0,0.0,0.0,0.0,новый,реклама,True
1120,2026-05-18,Менеджер 5,Витебск,офисные кресла,1,1,480.13,140.16,0.076,повторный,сайт,True
1121,2026-05-18,Менеджер 2,Брест,офисные столы,1,0,0.0,0.0,0.0,повторный,реклама,True
1122,2026-05-18,Менеджер 4,Могилёв,офисные столы,1,0,0.0,0.0,0.0,повторный,партнёр,True
1123,2026-05-18,Менеджер 4,Витебск,шкафы,1,1,1163.55,327.81,0.085,новый,партнёр,True
1124,2026-05-18,Менеджер 5,Могилёв,офисные кресла,1,0,0.0,0.0,0.0,новый,сайт,True
1125,2026-05-18,Менеджер 5,Гродно,офисные кресла,1,0,0.0,0.0,0.0,повторный,партнёр,True
1126,2026-05-18,Менеджер 2,Гомель,офисные кресла,1,0,0.0,0.0,0.0,повторный,звонок,True
1127,2026-05-18,Менеджер 5,Гомель,офисные столы,1,0,0.0,0.0,0.0,новый,реклама,True
1128,2026-05-18,Менеджер 3,Витебск,шкафы,1,0,0.0,0.0,0.0,новый,звонок,True
1129,2026-05-18,Менеджер 3,Могилёв,офисные кресла,1,0,0.0,0.0,0.0,новый,реклама,True
1130,2026-05-18,Менеджер 1,Витебск,шкафы,1,0,0.0,0.0,0.0,новый,звонок,True
1131,2026-05-18,Менеджер 2,Могилёв,шкафы,1,1,1331.49,405.75,0.105,новый,партнёр,True
1132,2026-05-18,Менеджер 2,Могилёв,офисные столы,1,0,0.0,0.0,0.0,новый,партнёр,True
1133,2026-05-18,Менеджер 5,Брест,офисные столы,1,0,0.0,0.0,0.0,новый,звонок,True
1134,2026-05-18,Менеджер 4,Брест,офисные столы,1,0,0.0,0.0,0.0,повторный,реклама,True
1135,2026-05-18,Менеджер 4,Могилёв,шкафы,1,0,0.0,0.0,0.0,новый,звонок,True
1136,2026-05-18,Менеджер 3,Могилёв,офисные столы,1,0,0.0,0.0,0.0,новый,звонок,True
1137,2026-05-18,Менеджер 4,Витебск,шкафы,1,0,0.0,0.0,0.0,новый,реклама,True
1138,2026-05-18,Менеджер 1,Витебск,офисные столы,1,0,0.0,0.0,0.0,повторный,сайт,True
1139,2026-05-18,Менеджер 2,Гомель,шкафы,1,1,1017.6,276.36,0.018,новый,сайт,True
1140,2026-05-18,Менеджер 3,Могилёв,шкафы,1,0,0.0,0.0,0.0,повторный,звонок,True
1141,2026-05-18,Менеджер 2,Могилёв,офисные столы,1,1,822.17,257.12,0.101,повторный,реклама,True
1142,2026-05-18,Менеджер 5,Брест,офисные столы,1,0,0.0,0.0,0.0,новый,партнёр,True
1143,2026-05-18,Менеджер 5,Брест,офисные кресла,1,0,0.0,0.0,0.0,новый,реклама,True
1144,2026-05-19,Менеджер 1,Витебск,офисные столы,1,1,1099.8,351.75,0.07,новый,партнёр,True
1145,2026-05-19,Менеджер 3,Брест,офисные кресла,1,0,0.0,0.0,0.0,повторный,сайт,True
1146,2026-05-19,Менеджер 4,Гомель,офисные кресла,1,1,512.36,147.65,0.081,новый,звонок,True
1147,2026-05-19,Менеджер 1,Витебск,офисные кресла,1,0,0.0,0.0,0.0,новый,реклама,True
1148,2026-05-19,Менеджер 1,Брест,шкафы,1,1,1350.06,349.49,0.033,повторный,реклама,True
1149,2026-05-19,Менеджер 1,Гомель,шкафы,1,0,0.0,0.0,0.0,новый,партнёр,True
1150,2026-05-19,Менеджер 4,Могилёв,офисные кресла,1,0,0.0,0.0,0.0,новый,звонок,True
1151,2026-05-19,Менеджер 1,Могилёв,офисные столы,1,1,758.21,246.29,0.08,новый,партнёр,True
1152,2026-05-19,Менеджер 4,Витебск,шкафы,1,0,0.0,0.0,0.0,новый,реклама,True
1153,2026-05-19,Менеджер 3,Витебск,офисные кресла,1,1,643.53,195.4,0.027,новый,партнёр,True
1154,2026-05-19,Менеджер 4,Брест,офисные кресла,1,1,540.19,176.75,0.171,новый,звонок,True
1155,2026-05-19,Менеджер 5,Брест,офисные кресла,1,1,726.37,218.29,0.008,повторный,реклама,True
1156,2026-05-19,Менеджер 5,Гродно,офисные кресла,1,0,0.0,0.0,0.0,повторный,реклама,True
1157,2026-05-19,Менеджер 1,Гомель,шкафы,1,0,0.0,0.0,0.0,новый,реклама,True
1158,2026-05-19,Менеджер 5,Могилёв,шкафы,1,0,0.0,0.0,0.0,новый,партнёр,True
1159,2026-05-19,Менеджер 3,Могилёв,шкафы,1,0,0.0,0.0,0.0,новый,звонок,True
1160,2026-05-19,Менеджер 2,Гомель,шкафы,1,0,0.0,0.0,0.0,новый,партнёр,True
1161,2026-05-19,Менеджер 3,Витебск,офисные кресла,1,0,0.0,0.0,0.0,новый,сайт,True
1162,2026-05-19,Менеджер 3,Брест,шкафы,1,0,0.0,0.0,0.0,повторный,реклама,True
1163,2026-05-19,Менеджер 5,Гомель,шкафы,1,0,0.0,0.0,0.0,повторный,сайт,True
1164,2026-05-19,Менеджер 2,Гомель,офисные кресла,1,0,0.0,0.0,0.0,новый,звонок,True
1165,2026-05-19,Менеджер 1,Могилёв,шкафы,1,0,0.0,0.0,0.0,повторный,сайт,True
1166,2026-05-19,Менеджер 5,Витебск,шкафы,1,0,0.0,0.0,0.0,новый,партнёр,True
1167,2026-05-19,Менеджер 4,Брест,шкафы,1,0,0.0,0.0,0.0,повторный,партнёр,True
1168,2026-05-19,Менеджер 1,Могилёв,шкафы,1,1,1175.21,334.6,0.095,новый,звонок,True
1169,2026-05-19,Менеджер 4,Гродно,офисные кресла,1,1,650.16,192.51,0.119,новый,звонок,True
1170,2026-05-19,Менеджер 3,Витебск,офисные столы,1,0,0.0,0.0,0.0,новый,звонок,True
1171,2026-05-19,Менеджер 3,Гродно,шкафы,1,0,0.0,0.0,0.0,повторный,реклама,True
1172,2026-05-19,Менеджер 3,Брест,офисные столы,1,0,0.0,0.0,0.0,повторный,сайт,True
1173,2026-05-19,Менеджер 5,Витебск,офисные кресла,1,1,817.21,276.11,0.065,новый,сайт,True
1174,2026-05-19,Менеджер 4,Гомель,шкафы,1,0,0.0,0.0,0.0,новый,сайт,True
1175,2026-05-19,Менеджер 4,Брест,офисные кресла,1,0,0.0,0.0,0.0,повторный,партнёр,True
1176,2026-05-19,Менеджер 2,Гомель,офисные столы,1,0,0.0,0.0,0.0,новый,партнёр,True
1177,2026-05-19,Менеджер 2,Могилёв,офисные кресла,1,1,630.56,233.04,0.093,новый,звонок,True
1178,2026-05-19,Менеджер 1,Витебск,офисные кресла,1,0,0.0,0.0,0.0,повторный,сайт,True
1179,2026-05-19,Менеджер 1,Могилёв,офисные столы,1,1,954.15,314.36,0.057,новый,сайт,True
1180,2026-05-19,Менеджер 4,Гродно,шкафы,1,0,0.0,0.0,0.0,новый,сайт,True
1181,2026-05-19,Менеджер 3,Могилёв,офисные столы,1,0,0.0,0.0,0.0,новый,звонок,True
1182,2026-05-19,Менеджер 1,Гродно,офисные кресла,1,1,523.98,192.93,0.106,новый,партнёр,True
1183,2026-05-19,Менеджер 5,Витебск,офисные столы,1,0,0.0,0.0,0.0,новый,звонок,True
1184,2026-05-19,Менеджер 5,Гомель,шкафы,1,1,901.83,280.4,0.074,новый,сайт,True
1185,2026-05-19,Менеджер 3,Брест,офисные кресла,1,0,0.0,0.0,0.0,новый,звонок,True
1186,2026-05-19,Менеджер 1,Брест,шкафы,1,0,0.0,0.0,0.0,новый,партнёр,True
1187,2026-05-19,Менеджер 4,Брест,офисные столы,1,0,0.0,0.0,0.0,новый,партнёр,True
1188,2026-05-19,Менеджер 2,Гродно,офисные кресла,1,1,789.88,224.94,0.164,новый,партнёр,True
1189,2026-05-19,Менеджер 2,Могилёв,офисные кресла,1,0,0.0,0.0,0.0,новый,партнёр,True
1190,2026-05-19,Менеджер 5,Витебск,офисные столы,1,1,1026.63,262.34,0.055,новый,звонок,True
1191,2026-05-19,Менеджер 2,Гродно,офисные столы,1,0,0.0,0.0,0.0,новый,партнёр,True
1192,2026-05-19,Менеджер 2,Гомель,офисные столы,1,0,0.0,0.0,0.0,новый,звонок,True
1193,2026-05-19,Менеджер 4,Могилёв,шкафы,1,0,0.0,0.0,0.0,повторный,звонок,True
1194,2026-05-19,Менеджер 4,Брест,офисные столы,1,0,0.0,0.0,0.0,новый,партнёр,True
1195,2026-05-20,Менеджер 3,Гомель,офисные столы,1,0,0.0,0.0,0.0,новый,сайт,True
1196,2026-05-20,Менеджер 4,Витебск,шкафы,1,0,0.0,0.0,0.0,новый,реклама,True
1197,2026-05-20,Менеджер 4,Гродно,шкафы,1,0,0.0,0.0,0.0,новый,партнёр,True
1198,2026-05-20,Менеджер 5,Гродно,офисные столы,1,0,0.0,0.0,0.0,новый,реклама,True
1199,2026-05-20,Менеджер 5,Гродно,офисные кресла,1,0,0.0,0.0,0.0,новый,сайт,True
1200,2026-05-20,Менеджер 3,Брест,офисные столы,1,0,0.0,0.0,0.0,новый,партнёр,True
1201,2026-05-20,Менеджер 1,Гомель,офисные столы,1,1,894.28,278.26,0.128,новый,сайт,True
1202,2026-05-20,Менеджер 2,Могилёв,шкафы,1,1,1170.97,320.56,0.041,повторный,партнёр,True
1203,2026-05-20,Менеджер 4,Гродно,шкафы,1,0,0.0,0.0,0.0,повторный,сайт,True
1204,2026-05-20,Менеджер 4,Брест,офисные кресла,1,1,645.83,200.16,0.068,повторный,сайт,True
1205,2026-05-20,Менеджер 5,Гомель,шкафы,1,1,958.19,294.49,0.078,новый,реклама,True
1206,2026-05-20,Менеджер 2,Гомель,шкафы,1,1,1290.14,375.74,0.103,новый,звонок,True
1207,2026-05-20,Менеджер 5,Гродно,шкафы,1,1,1452.13,368.36,0.095,новый,партнёр,True
1208,2026-05-20,Менеджер 4,Гродно,офисные кресла,1,0,0.0,0.0,0.0,новый,реклама,True
1209,2026-05-20,Менеджер 4,Витебск,шкафы,1,1,1249.25,347.5,0.02,новый,реклама,True
1210,2026-05-20,Менеджер 2,Брест,шкафы,1,1,1317.73,356.44,0.101,новый,звонок,True
1211,2026-05-20,Менеджер 4,Гомель,шкафы,1,0,0.0,0.0,0.0,новый,сайт,True
1212,2026-05-20,Менеджер 5,Могилёв,офисные кресла,1,0,0.0,0.0,0.0,повторный,звонок,True
1213,2026-05-20,Менеджер 5,Гродно,офисные кресла,1,0,0.0,0.0,0.0,новый,звонок,True
1214,2026-05-20,Менеджер 2,Брест,шкафы,1,0,0.0,0.0,0.0,новый,реклама,True
1215,2026-05-20,Менеджер 2,Гомель,шкафы,1,0,0.0,0.0,0.0,повторный,звонок,True
1216,2026-05-20,Менеджер 2,Гомель,офисные столы,1,1,686.06,233.15,0.01,повторный,сайт,True
1217,2026-05-20,Менеджер 4,Могилёв,шкафы,1,0,0.0,0.0,0.0,повторный,реклама,True
1218,2026-05-20,Менеджер 5,Витебск,офисные столы,1,1,1139.61,379.07,0.039,новый,реклама,True
1219,2026-05-20,Менеджер 1,Могилёв,офисные кресла,1,1,850.17,246.73,0.053,новый,партнёр,True
1220,2026-05-20,Менеджер 5,Гродно,офисные столы,1,0,0.0,0.0,0.0,повторный,звонок,True
1221,2026-05-20,Менеджер 3,Гродно,офисные столы,1,1,796.52,210.08,0.047,новый,реклама,True
1222,2026-05-20,Менеджер 5,Гродно,офисные кресла,1,0,0.0,0.0,0.0,новый,звонок,True
1223,2026-05-20,Менеджер 4,Гродно,шкафы,1,0,0.0,0.0,0.0,новый,сайт,True
1224,2026-05-20,Менеджер 4,Брест,офисные кресла,1,0,0.0,0.0,0.0,новый,звонок,True
1225,2026-05-20,Менеджер 1,Брест,офисные кресла,1,0,0.0,0.0,0.0,новый,сайт,True
1226,2026-05-20,Менеджер 4,Гродно,шкафы,1,0,0.0,0.0,0.0,новый,партнёр,True
1227,2026-05-20,Менеджер 3,Гомель,шкафы,1,0,0.0,0.0,0.0,новый,сайт,True
1228,2026-05-20,Менеджер 1,Гомель,офисные кресла,1,0,0.0,0.0,0.0,новый,сайт,True
1229,2026-05-20,Менеджер 5,Брест,офисные кресла,1,0,0.0,0.0,0.0,новый,сайт,True
1230,2026-05-20,Менеджер 5,Брест,офисные столы,1,0,0.0,0.0,0.0,новый,партнёр,True
1231,2026-05-20,Менеджер 2,Гродно,офисные столы,1,0,0.0,0.0,0.0,повторный,звонок,True
1232,2026-05-20,Менеджер 2,Могилёв,офисные столы,1,1,1138.17,373.24,0.114,повторный,партнёр,True
1233,2026-05-20,Менеджер 4,Брест,офисные кресла,1,0,0.0,0.0,0.0,новый,партнёр,True
1234,2026-05-20,Менеджер 4,Брест,офисные столы,1,1,1068.97,300.99,0.115,новый,сайт,True
1235,2026-05-20,Менеджер 4,Брест,офисные столы,1,0,0.0,0.0,0.0,новый,сайт,True
1236,2026-05-20,Менеджер 1,Брест,офисные столы,1,0,0.0,0.0,0.0,новый,звонок,True
1237,2026-05-20,Менеджер 1,Гомель,шкафы,1,1,1495.26,412.71,0.072,новый,реклама,True
1238,2026-05-20,Менеджер 2,Брест,офисные столы,1,0,0.0,0.0,0.0,новый,реклама,True
1239,2026-05-20,Менеджер 2,Гродно,офисные кресла,1,0,0.0,0.0,0.0,новый,сайт,True
1240,2026-05-20,Менеджер 4,Гродно,шкафы,1,0,0.0,0.0,0.0,новый,сайт,True
1241,2026-05-20,Менеджер 1,Брест,офисные кресла,1,0,0.0,0.0,0.0,новый,партнёр,True
1242,2026-05-20,Менеджер 5,Гомель,офисные кресла,1,0,0.0,0.0,0.0,повторный,сайт,True
1243,2026-05-20,Менеджер 5,Витебск,офисные столы,1,0,0.0,0.0,0.0,новый,партнёр,True
1244,2026-05-21,Менеджер 4,Гродно,шкафы,1,0,0.0,0.0,0.0,повторный,сайт,True
1245,2026-05-21,Менеджер 1,Гродно,офисные кресла,1,1,827.8,293.53,0.064,новый,звонок,True
1246,2026-05-21,Менеджер 5,Брест,офисные столы,1,1,1147.23,313.05,0.048,новый,звонок,True
1247,2026-05-21,Менеджер 4,Брест,офисные столы,1,0,0.0,0.0,0.0,повторный,сайт,True
1248,2026-05-21,Менеджер 1,Могилёв,офисные столы,1,0,0.0,0.0,0.0,новый,звонок,True
1249,2026-05-21,Менеджер 1,Витебск,офисные столы,1,1,1009.36,254.3,0.071,новый,реклама,True
1250,2026-05-21,Менеджер 3,Витебск,офисные кресла,1,0,0.0,0.0,0.0,новый,звонок,True
1251,2026-05-21,Менеджер 2,Гродно,шкафы,1,1,1124.81,330.56,0.1,новый,сайт,True
1252,2026-05-21,Менеджер 5,Гомель,офисные кресла,1,0,0.0,0.0,0.0,повторный,партнёр,True
1253,2026-05-21,Менеджер 5,Брест,офисные кресла,1,0,0.0,0.0,0.0,повторный,сайт,True
